CustomerID,ProductID,ReviewDate,Rating,ReviewText,Sentiment
77,18,2023-12-23,3,"Average  experience,  nothing  special.",Positive
80,19,2024-12-25,5,The  quality  is    top-notch.,Positive
50,13,2025-01-26,4,Five  stars  for  the  quick  delivery.,Positive
78,15,2025-04-21,3,"Good  quality,  but  could  be  cheaper.",Positive
64,2,2023-07-16,3,"Average  experience,  nothing  special.",Positive
81,1,2025-12-21,4,Customer  support  was  very  helpful.,Positive
16,1,2024-01-29,3,"Average  experience,  nothing  special.",Positive
55,8,2024-08-15,5,The  quality    is  top-notch.,Positive
3,13,2023-09-01,4,"I  love  this  product,  will  buy  again!",Positive
78,6,2024-06-17,5,"Excellent  product,  highly  recommend!",Positive
54,9,2023-07-17,4,"Great  purchase,  very  satisfied.",Positive
77,2,2025-01-13,2,Product  did    not  meet  my  expectations.,Neutral
93,6,2024-08-20,5,"Great  purchase,  very  satisfied.",Positive
23,2,2025-06-16,4,"Good  quality,  but  could  be  cheaper.",Positive
29,11,2023-01-27,5,"Great  purchase,  very  satisfied.",Positive
95,17,2023-01-06,5,"Excellent  product,  highly  recommend!",Positive
88,4,2025-10-29,3,Not  worth  the  money.,Negative
17,16,2024-11-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
34,13,2024-01-04,4,The  quality  is  top-notch.,Positive
34,6,2023-04-29,1,I  had  a  bad  experience  with  this  product.,Negative
22,15,2023-04-08,5,Amazing  value  for  the  price.,Positive
52,3,2025-10-30,4,The  quality  is  top-notch.,Positive
69,18,2023-07-02,5,Five  stars  for  the  quick  delivery.,Positive
100,4,2025-07-18,3,"I  love  this    product,  will  buy  again!",Positive
55,20,2024-12-19,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
76,11,2024-08-21,4,Five  stars  for  the  quick  delivery.,Positive
56,6,2025-11-24,4,The  quality  is  top-notch.,Positive
76,8,2025-05-27,5,Five  stars  for  the  quick  delivery.,Positive
38,13,2023-05-31,4,"I  love  this  product,  will  buy  again!",Positive
84,6,2024-03-18,4,Five  stars  for  the  quick  delivery.,Positive
93,4,2025-08-25,3,"Good  quality,  but  could  be    cheaper.",Positive
91,1,2023-07-15,4,The  quality  is  top-notch.,Positive
30,2,2023-02-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
81,15,2024-03-30,5,"Excellent  product,  highly  recommend!",Positive
27,12,2024-03-13,3,"Average  experience,  nothing  special.",Positive
96,9,2025-12-05,3,"Good  quality,  but  could  be  cheaper.",Positive
38,3,2023-09-11,3,"Average  experience,  nothing    special.",Positive
45,17,2024-05-07,5,"Great  purchase,  very  satisfied.",Positive
54,1,2023-10-02,5,Customer  support  was  very  helpful.,Positive
33,2,2025-01-03,5,Five  stars    for  the  quick  delivery.,Positive
93,17,2025-05-15,3,"Average  experience,  nothing  special.",Positive
72,15,2023-03-21,5,Five  stars  for  the  quick  delivery.,Positive
84,15,2025-02-02,4,Exceeded  my    expectations!,Neutral
44,17,2023-04-20,5,"Excellent  product,    highly  recommend!",Positive
11,16,2023-03-23,3,Not  worth  the  money.,Negative
27,5,2025-05-07,4,Five  stars  for  the  quick  delivery.,Positive
19,13,2024-06-01,4,Five  stars  for  the  quick  delivery.,Positive
70,17,2023-10-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,Positive
3,7,2025-06-09,3,"Good  quality,  but  could    be  cheaper.",Positive
62,4,2023-01-07,1,The  product  stopped  working  after  a  month.,Neutral
49,17,2023-04-14,4,Five  stars  for  the  quick  delivery.,Positive
75,11,2024-04-07,4,"I  love  this  product,  will  buy  again!",Positive
73,18,2025-12-28,4,Five  stars  for    the  quick  delivery.,Positive
33,8,2023-05-03,5,"Excellent  product,  highly  recommend!",Positive
57,9,2025-11-03,3,Customer  support  was    very  helpful.,Positive
15,10,2025-12-11,3,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
41,10,2024-04-06,2,Disappointed  with  the  performance.,Negative
78,7,2024-07-16,2,"The  product    is  okay,  but  the  instructions  were  unclear.",Positive
98,9,2024-09-01,4,The  build  quality  is  impressive.,Positive
11,16,2023-12-27,4,"Great  purchase,  very  satisfied.",Positive
50,19,2023-02-24,4,"Great  purchase,    very  satisfied.",Positive
35,17,2023-03-18,2,"Average  experience,  nothing  special.",Positive
93,2,2025-01-05,4,Five  stars  for  the  quick  delivery.,Positive
86,11,2025-10-30,4,Customer  support  was  very  helpful.,Positive
34,3,2024-06-15,1,Not  worth  the  money.,Negative
94,16,2023-06-17,4,"I  love  this  product,  will  buy    again!",Positive
67,13,2025-04-12,3,"Average  experience,  nothing  special.",Positive
38,7,2023-03-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
77,12,2025-08-03,3,Five  stars  for  the  quick  delivery.,Positive
93,5,2024-01-30,4,Shipping  was  fast    and  the  item  was  well-packaged.,Positive
24,11,2025-07-28,3,"Good  quality,  but  could  be  cheaper.",Positive
29,4,2023-05-29,5,The    build  quality  is  impressive.,Positive
68,19,2025-05-05,5,"I  love  this  product,  will  buy  again!",Positive
59,9,2023-05-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
22,3,2024-01-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
9,10,2025-08-31,4,"Great  purchase,  very  satisfied.",Positive
74,5,2023-03-15,4,"Great  purchase,    very  satisfied.",Positive
6,10,2024-12-09,5,Five  stars  for  the  quick  delivery.,Positive
84,15,2024-05-28,2,The  product  arrived    late.,Negative
98,16,2025-05-24,3,Not  worth  the  money.,Negative
3,19,2024-09-04,4,Five  stars  for  the  quick  delivery.,Positive
78,13,2023-05-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,Positive
32,11,2025-05-26,4,The  quality  is    top-notch.,Positive
40,20,2023-07-17,4,"Good  quality,  but  could  be  cheaper.",Positive
17,6,2025-10-25,5,Five  stars  for  the  quick  delivery.,Positive
78,3,2025-10-06,5,"Excellent  product,  highly  recommend!",Positive
89,17,2023-05-26,3,Not    worth  the  money.,Negative
93,19,2025-08-26,4,Exceeded  my  expectations!,Neutral
60,3,2024-07-08,3,The  quality  is  top-notch.,Positive
47,17,2025-11-12,4,Five  stars  for  the  quick  delivery.,Positive
4,16,2025-09-27,3,"Great  purchase,  very  satisfied.",Positive
2,16,2023-11-21,3,Not  worth  the  money.,Negative
60,13,2024-09-05,3,Not  worth  the  money.,Negative
2,16,2025-03-14,4,The  quality  is  top-notch.,Positive
16,16,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
19,13,2023-09-02,3,"Good  quality,  but  could  be  cheaper.",Positive
64,6,2024-01-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
96,3,2025-11-20,5,Exceeded  my  expectations!,Neutral
79,16,2025-01-29,2,"Average  experience,  nothing  special.",Positive
9,2,2025-06-20,3,Not  worth  the  money.,Negative
61,18,2024-09-11,5,The  build  quality  is  impressive.,Positive
4,2,2025-08-22,5,"Excellent  product,  highly  recommend!",Positive
82,14,2024-11-17,5,The  quality  is  top-notch.,Positive
96,5,2023-01-06,4,"I  love    this  product,  will  buy  again!",Positive
32,12,2024-08-27,2,The  product    arrived  late.,Negative
94,17,2024-02-25,2,"Average  experience,  nothing  special.",Positive
26,10,2025-02-17,5,Five  stars  for    the  quick  delivery.,Positive
80,17,2023-12-22,5,Five  stars  for  the    quick  delivery.,Positive
38,10,2023-07-25,4,Customer  support  was  very  helpful.,Positive
54,12,2024-08-02,4,Customer    support  was  very  helpful.,Positive
43,7,2023-11-05,4,Five  stars  for  the  quick  delivery.,Positive
87,3,2023-05-26,5,"Excellent  product,  highly  recommend!",Positive
27,9,2024-03-31,2,Disappointed  with  the  performance.,Negative
52,19,2025-05-04,2,"Average  experience,  nothing  special.",Positive
82,9,2023-09-28,4,Five  stars  for  the  quick  delivery.,Positive
70,18,2023-07-23,4,The  quality  is  top-notch.,Positive
20,14,2025-04-19,4,Customer  support  was  very  helpful.,Positive
59,6,2024-05-01,1,The  product  arrived  late.,Negative
34,5,2025-09-06,4,"Great  purchase,  very    satisfied.",Positive
3,20,2024-08-18,4,The  quality  is  top-notch.,Positive
91,1,2025-11-02,2,"Good  quality,  but  could  be  cheaper.",Positive
83,14,2024-09-27,2,Not  worth  the  money.,Negative
93,1,2025-09-22,4,"Good  quality,  but  could  be  cheaper.",Positive
36,16,2023-07-17,5,Customer  support  was  very  helpful.,Positive
55,11,2025-12-20,5,"I  love  this  product,  will  buy  again!",Positive
32,10,2024-08-12,5,Exceeded  my  expectations!,Neutral
47,8,2025-03-25,4,"Great  purchase,  very  satisfied.",Positive
71,20,2023-12-13,2,"Average  experience,  nothing  special.",Positive
46,13,2025-02-14,4,"Good  quality,  but  could  be  cheaper.",Positive
88,3,2025-09-22,5,"Great    purchase,  very  satisfied.",Positive
42,5,2023-06-16,5,Amazing  value  for  the  price.,Positive
21,7,2025-11-13,2,Product  did  not  meet  my  expectations.,Neutral
40,4,2025-05-24,4,The  quality  is  top-notch.,Positive
74,4,2024-03-27,3,"Good  quality,  but  could    be  cheaper.",Positive
48,14,2023-06-08,4,"I  love  this  product,  will  buy  again!",Positive
17,3,2025-03-27,5,Amazing  value  for    the  price.,Positive
88,6,2023-03-02,4,"Good  quality,  but  could    be  cheaper.",Positive
28,15,2023-01-18,5,Five  stars  for  the  quick  delivery.,Positive
36,16,2023-04-20,4,Customer  support  was  very  helpful.,Positive
53,18,2023-12-03,3,"Good  quality,  but  could  be  cheaper.",Positive
98,9,2024-10-15,5,Amazing  value  for  the    price.,Positive
15,7,2023-08-04,5,"Excellent  product,  highly  recommend!",Positive
3,12,2023-04-12,3,"Average  experience,  nothing  special.",Positive
27,15,2025-08-16,4,The  build  quality  is  impressive.,Positive
27,10,2024-03-05,3,"The    product  is  okay,  but  the  instructions  were  unclear.",Positive
5,13,2025-01-09,4,"I  love  this  product,  will  buy  again!",Positive
100,20,2025-01-25,2,"Average  experience,  nothing  special.",Positive
17,18,2024-11-05,1,"Average  experience,  nothing  special.",Positive
50,3,2023-12-20,4,The  quality  is  top-notch.,Positive
4,15,2024-06-18,5,"I  love  this  product,  will  buy    again!",Positive
21,19,2023-10-30,3,"Good  quality,  but  could  be  cheaper.",Positive
32,16,2025-12-15,3,"Good  quality,  but    could  be  cheaper.",Positive
95,11,2023-11-06,5,Amazing  value  for  the  price.,Positive
3,12,2023-12-19,4,The  quality  is  top-notch.,Positive
89,3,2025-12-10,4,Customer  support  was  very  helpful.,Positive
5,7,2025-01-26,5,The  build  quality  is  impressive.,Positive
10,17,2025-10-14,2,The  product  arrived  late.,Negative
37,2,2024-04-16,5,"Great  purchase,  very  satisfied.",Positive
23,12,2023-09-01,5,"I  love  this  product,    will  buy  again!",Positive
71,9,2024-01-02,2,Not  worth  the  money.,Negative
9,18,2025-08-05,2,The  product  arrived    late.,Negative
64,20,2023-07-25,3,"Average  experience,  nothing  special.",Positive
89,7,2023-05-27,5,The  quality  is  top-notch.,Positive
25,19,2024-03-16,2,Product  did  not    meet  my  expectations.,Neutral
97,3,2025-06-03,4,The  quality  is  top-notch.,Positive
87,3,2023-11-01,3,"Good    quality,  but  could  be  cheaper.",Positive
28,16,2023-08-02,2,Product  did  not  meet    my  expectations.,Neutral
72,2,2025-12-13,3,Customer  support  was  very  helpful.,Positive
26,8,2025-09-28,5,Five  stars  for  the  quick    delivery.,Positive
53,13,2024-06-23,5,The  build  quality  is  impressive.,Positive
2,16,2024-02-16,3,Not  worth  the  money.,Negative
79,2,2024-11-23,3,Not  worth  the  money.,Negative
15,16,2025-05-30,5,Customer  support  was  very  helpful.,Positive
91,8,2024-06-23,4,"I  love  this  product,  will  buy  again!",Positive
3,6,2024-11-02,3,"Good  quality,  but  could  be  cheaper.",Positive
21,11,2023-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
93,19,2025-07-03,4,"I  love  this  product,  will  buy  again!",Positive
17,20,2025-05-25,4,The  quality  is    top-notch.,Positive
46,20,2025-11-26,4,"Great  purchase,  very  satisfied.",Positive
77,5,2023-03-08,4,"Great  purchase,    very  satisfied.",Positive
4,3,2024-08-09,4,The  build  quality  is  impressive.,Positive
21,11,2024-03-08,5,"Excellent  product,  highly  recommend!",Positive
13,5,2025-06-08,4,"Great  purchase,  very  satisfied.",Positive
59,5,2024-12-29,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
8,6,2023-11-13,2,Product  did  not  meet  my  expectations.,Neutral
22,13,2023-02-17,4,The  quality  is  top-notch.,Positive
58,18,2025-05-01,4,The  quality  is  top-notch.,Positive
70,5,2025-09-19,5,Exceeded  my  expectations!,Neutral
83,7,2025-03-13,2,The  product    arrived  late.,Negative
83,3,2023-08-10,3,"Good  quality,  but  could  be  cheaper.",Positive
68,3,2024-09-05,4,"Great  purchase,    very  satisfied.",Positive
42,17,2023-08-04,5,"Excellent  product,  highly  recommend!",Positive
84,20,2024-06-21,3,"The  product  is  okay,  but  the  instructions  were    unclear.",Positive
7,7,2025-05-19,1,The  product  arrived  late.,Negative
75,5,2023-10-25,5,Amazing  value  for  the  price.,Positive
91,2,2023-10-29,3,"Average  experience,  nothing  special.",Positive
51,15,2024-11-27,4,"I  love  this  product,    will  buy  again!",Positive
57,8,2023-08-27,5,Five  stars  for  the  quick  delivery.,Positive
6,13,2024-08-20,5,The    quality  is  top-notch.,Positive
30,17,2025-01-09,3,"Good  quality,  but  could  be  cheaper.",Positive
59,6,2023-05-23,2,Not  worth  the  money.,Negative
33,9,2023-09-06,5,Amazing  value  for  the  price.,Positive
66,18,2023-11-22,3,"Average  experience,  nothing  special.",Positive
95,14,2024-11-29,4,"Great  purchase,  very    satisfied.",Positive
88,12,2023-04-06,5,Amazing  value  for  the  price.,Positive
72,14,2023-08-22,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
95,18,2025-06-07,4,"I  love  this  product,  will  buy  again!",Positive
94,8,2023-03-25,4,"Great  purchase,  very  satisfied.",Positive
70,8,2025-11-05,3,"Average  experience,  nothing  special.",Positive
28,1,2023-12-10,2,The  product  arrived  late.,Negative
84,12,2025-03-07,4,Five  stars  for  the  quick  delivery.,Positive
87,10,2023-01-03,1,"Terrible  customer  service,  would  not  buy  again.",Negative
7,13,2024-04-09,5,Shipping  was  fast  and    the  item  was  well-packaged.,Positive
53,18,2025-04-13,3,Five  stars  for  the  quick  delivery.,Positive
55,10,2024-01-07,2,Product  did  not  meet  my  expectations.,Neutral
49,7,2023-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
62,11,2023-08-19,5,Amazing  value    for  the  price.,Positive
35,8,2024-09-14,4,The  quality  is  top-notch.,Positive
90,9,2023-02-18,4,Five  stars  for  the  quick  delivery.,Positive
78,9,2025-08-12,2,Disappointed  with  the  performance.,Negative
26,2,2024-10-21,4,The  build  quality  is  impressive.,Positive
54,14,2024-02-28,5,Customer  support  was  very  helpful.,Positive
37,16,2023-07-31,5,Exceeded  my  expectations!,Neutral
68,15,2023-03-27,4,"Great  purchase,    very  satisfied.",Positive
80,1,2025-09-08,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
60,9,2023-08-23,2,The  product  arrived  late.,Negative
74,11,2024-08-10,4,"Good    quality,  but  could  be  cheaper.",Positive
20,19,2025-10-23,2,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
69,12,2023-02-07,4,The    quality  is  top-notch.,Positive
54,11,2023-10-19,2,The  product  arrived  late.,Negative
15,16,2025-04-15,5,Five  stars  for  the  quick  delivery.,Positive
17,3,2025-10-11,5,Five  stars  for  the  quick  delivery.,Positive
81,4,2024-11-14,2,The  product  arrived  late.,Negative
80,9,2023-03-06,5,The  build  quality  is  impressive.,Positive
54,3,2024-03-18,4,Customer  support  was  very  helpful.,Positive
55,16,2025-03-03,5,"Great  purchase,  very  satisfied.",Positive
44,2,2025-09-29,4,The  quality  is  top-notch.,Positive
47,9,2023-04-18,4,"Great  purchase,  very  satisfied.",Positive
45,9,2024-01-28,5,Exceeded  my  expectations!,Neutral
20,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,Positive
61,15,2024-04-22,4,Five  stars  for  the  quick  delivery.,Positive
20,20,2025-06-07,4,The  quality  is  top-notch.,Positive
24,11,2023-02-17,1,I  had  a  bad  experience  with  this  product.,Negative
36,4,2023-08-25,4,"Great  purchase,  very  satisfied.",Positive
50,3,2023-03-23,3,"Good  quality,  but  could  be  cheaper.",Positive
71,12,2023-07-23,4,The    quality  is  top-notch.,Positive
28,6,2025-11-24,5,"Excellent  product,  highly    recommend!",Positive
81,6,2023-07-15,3,"Good  quality,  but  could  be  cheaper.",Positive
75,2,2023-01-04,1,"Not    satisfied,  the  product  broke  after  a  week.",Negative
22,11,2023-09-21,1,The  product  stopped  working  after  a  month.,Neutral
16,2,2024-02-01,4,"Good  quality,  but  could  be  cheaper.",Positive
6,6,2025-03-18,5,The  build  quality  is    impressive.,Positive
75,15,2024-08-03,3,"Great  purchase,  very  satisfied.",Positive
30,19,2025-12-31,3,"Average  experience,  nothing  special.",Positive
13,16,2024-01-23,5,"I  love  this  product,  will  buy  again!",Positive
91,3,2024-02-11,4,"Good  quality,  but  could  be  cheaper.",Positive
84,13,2023-10-03,3,"Average  experience,  nothing    special.",Positive
34,7,2025-05-13,4,"Great    purchase,  very  satisfied.",Positive
75,2,2023-08-24,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
44,18,2024-03-07,3,"Average  experience,  nothing  special.",Positive
29,12,2024-10-15,4,Customer  support  was  very  helpful.,Positive
45,7,2024-07-07,5,Five  stars  for    the  quick  delivery.,Positive
47,8,2024-10-21,4,Customer  support  was  very  helpful.,Positive
96,18,2025-08-19,4,Shipping  was  fast  and  the    item  was  well-packaged.,Positive
22,19,2024-05-14,4,"I  love  this  product,  will  buy  again!",Positive
62,5,2025-02-22,5,"Excellent  product,    highly  recommend!",Positive
55,19,2023-12-01,3,"The  product  is    okay,  but  the  instructions  were  unclear.",Positive
98,17,2023-10-28,5,The  build  quality    is  impressive.,Positive
75,4,2023-11-18,4,The  quality  is  top-notch.,Positive
46,6,2023-09-25,1,The  color  was  different  from  what  was  shown.,Neutral
21,17,2025-08-08,5,The    build  quality  is  impressive.,Positive
39,17,2023-03-26,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
10,2,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
93,11,2023-04-07,5,"I  love  this  product,  will  buy  again!",Positive
45,12,2023-04-03,4,Five  stars  for  the  quick  delivery.,Positive
86,1,2025-01-29,5,The  quality  is  top-notch.,Positive
22,6,2025-03-21,4,The  quality  is  top-notch.,Positive
80,20,2023-03-01,5,Amazing  value  for  the  price.,Positive
86,5,2023-07-21,5,Customer  support  was  very  helpful.,Positive
68,19,2023-11-09,4,"Good  quality,  but  could  be  cheaper.",Positive
71,5,2025-11-19,4,"I  love  this  product,  will  buy  again!",Positive
59,5,2023-02-17,3,"Average  experience,  nothing  special.",Positive
87,13,2023-02-14,5,"I  love  this  product,  will  buy  again!",Positive
89,13,2023-09-01,4,"Great  purchase,  very  satisfied.",Positive
29,3,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",Positive
53,16,2023-05-04,5,"I  love  this  product,  will  buy  again!",Positive
75,6,2025-02-14,5,"I  love  this  product,  will    buy  again!",Positive
68,17,2024-06-21,5,"Excellent  product,  highly  recommend!",Positive
87,15,2023-10-04,5,Customer  support  was    very  helpful.,Positive
20,14,2024-09-23,2,"Average  experience,  nothing  special.",Positive
17,7,2025-12-06,5,"I  love  this  product,  will  buy  again!",Positive
15,7,2025-10-19,5,Customer  support  was  very  helpful.,Positive
25,13,2023-02-14,3,Not  worth    the  money.,Negative
63,13,2023-11-09,3,Not  worth  the  money.,Negative
61,6,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
85,18,2023-12-13,4,The    quality  is  top-notch.,Positive
92,16,2023-08-06,3,"Average  experience,  nothing  special.",Positive
41,15,2025-06-13,4,Five  stars  for  the  quick  delivery.,Positive
93,13,2024-02-01,1,Product  did  not  meet  my  expectations.,Neutral
22,18,2023-05-09,2,Disappointed  with  the  performance.,Negative
6,7,2023-05-30,4,"I  love  this  product,  will  buy  again!",Positive
64,19,2024-10-08,5,The  quality  is  top-notch.,Positive
20,10,2024-04-25,4,"Great  purchase,  very  satisfied.",Positive
66,14,2023-02-01,3,"Average    experience,  nothing  special.",Positive
87,7,2023-08-25,4,Customer  support  was  very  helpful.,Positive
52,8,2025-07-19,3,"Average  experience,  nothing  special.",Positive
63,16,2025-01-08,5,Exceeded  my  expectations!,Neutral
90,14,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
70,11,2023-02-02,3,"Good  quality,  but  could  be  cheaper.",Positive
40,1,2024-11-30,5,Exceeded  my  expectations!,Neutral
52,11,2023-11-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
90,3,2023-11-05,2,The  product  arrived  late.,Negative
13,3,2024-01-14,4,"I    love  this  product,  will  buy  again!",Positive
22,17,2025-10-06,2,Product  did  not  meet  my  expectations.,Neutral
32,7,2025-06-13,4,The  quality  is  top-notch.,Positive
48,4,2025-08-15,5,Five  stars  for  the  quick    delivery.,Positive
15,6,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
97,4,2023-12-15,4,"Good  quality,  but  could  be  cheaper.",Positive
86,6,2024-12-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
79,17,2023-02-24,4,The  quality  is  top-notch.,Positive
58,12,2024-04-17,4,"Good  quality,  but  could  be  cheaper.",Positive
76,13,2024-12-01,4,"Great    purchase,  very  satisfied.",Positive
47,4,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,Positive
89,5,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,Positive
78,6,2023-04-17,4,"Good  quality,  but  could  be  cheaper.",Positive
17,14,2024-06-15,4,The  quality  is  top-notch.,Positive
95,8,2023-08-25,4,The  quality  is  top-notch.,Positive
100,13,2024-02-20,2,Not  worth  the  money.,Negative
6,9,2024-12-07,3,The  quality  is  top-notch.,Positive
22,14,2023-03-18,4,The  quality  is  top-notch.,Positive
68,4,2023-08-17,5,"I  love  this  product,  will  buy  again!",Positive
2,10,2024-11-06,5,The  build  quality  is  impressive.,Positive
87,5,2024-06-02,4,"I  love  this  product,  will  buy  again!",Positive
70,9,2025-04-14,5,Five  stars  for  the  quick    delivery.,Positive
75,14,2024-03-12,5,"Great  purchase,  very  satisfied.",Positive
8,8,2024-02-07,2,The  product  arrived  late.,Negative
32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
98,4,2023-01-22,2,The  product  arrived  late.,Negative
38,2,2025-01-11,5,Exceeded  my    expectations!,Neutral
95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",Positive
